====== LL 330 ======,,====== Heap 330 ======,,====== STL 330 ======
0.000977,,0.0008,,0.001354
0.000976,,0.000962,,0.001121
0.000766,,0.000746,,0.000979
0.000736,,0.000621,,0.000922
0.000741,,0.000653,,0.000912
0.0008,,0.000625,,0.00086
0.000774,,0.000606,,0.000784
0.000627,,0.000593,,0.000786
0.000621,,0.00057,,0.000789
0.000618,,0.000521,,0.00072
0.000705,,0.000575,,0.000704
0.001632,,0.000568,,0.000726
0.000568,,0.000523,,0.000761
0.000577,,0.000513,,0.000691
0.000547,,0.000467,,0.000648
0.000574,,0.000467,,0.000587
0.000527,,0.000471,,0.000582
0.000505,,0.000487,,0.000584
0.000641,,0.000501,,0.000588
0.00064,,0.00053,,0.000579
0.000529,,0.000445,,0.000611
0.000499,,0.000455,,0.000665
0.000457,,0.0004,,0.000622
0.000497,,0.000398,,0.00063
0.000471,,0.000397,,0.0006
0.000455,,0.000396,,0.000622
0.000455,,0.000396,,0.00072
0.000455,,0.000397,,0.000704
0.000456,,0.000396,,0.000684
0.000455,,0.000398,,0.000597
0.000456,,0.000397,,0.000631
0.000455,,0.000397,,0.000628
0.000459,,0.000396,,0.00068
0.000455,,0.000435,,0.000621
0.000495,,0.000504,,0.000597
0.000548,,0.000453,,0.000594
0.000456,,0.0005,,0.000598
0.000455,,0.000463,,0.000703
0.000456,,0.0004,,0.000593
0.000454,,0.000399,,0.000599
0.000455,,0.000421,,0.000595
0.000455,,0.000396,,0.000624
0.000455,,0.000398,,0.000592
0.000456,,0.000399,,0.000596
0.000453,,0.000396,,0.000595
0.000453,,0.000396,,0.000599
0.000453,,0.000396,,0.000598
0.000454,,0.0004,,0.000645
0.000454,,0.000395,,0.000593
0.000453,,0.000397,,0.00062
0.000452,,0.000396,,0.000595
0.000453,,0.000397,,0.000593
0.000511,,0.000397,,0.000595
0.000454,,0.000398,,0.000642
0.000453,,0.000397,,0.000601
0.000453,,0.000397,,0.000606
0.000456,,0.000396,,0.000579
0.000453,,0.000395,,0.000578
0.000455,,0.000425,,0.000581
0.000494,,0.000396,,0.000578
0.000465,,0.000397,,0.000577
0.000454,,0.000396,,0.000586
0.000504,,0.000395,,0.000652
0.000454,,0.000453,,0.000635
0.000452,,0.000401,,0.000581
0.000577,,0.0004,,0.000579
0.000506,,0.000398,,0.000582
0.000456,,0.000396,,0.000582
0.000457,,0.000396,,0.000576
0.000506,,0.000396,,0.00058
0.000453,,0.000399,,0.00058
0.000453,,0.000386,,0.000574
0.000453,,0.000384,,0.000586
0.000453,,0.000383,,0.000581
0.000454,,0.000384,,0.000579
0.000453,,0.000439,,0.000581
0.000454,,0.000383,,0.000584
0.000453,,0.000382,,0.000582
0.000454,,0.000384,,0.000648
0.000455,,0.000385,,0.000593
0.000454,,0.000384,,0.000576
0.000455,,0.00041,,0.00058
0.000455,,0.000412,,0.000653
0.000455,,0.000384,,0.000578
0.0005,,0.000383,,0.000577
0.000454,,0.000404,,0.000577
0.000557,,0.000514,,0.000581
0.000456,,0.000598,,0.000584
0.000456,,0.000561,,0.000587
0.000455,,0.000438,,0.000576
0.000455,,0.000404,,0.000578
0.000453,,0.000424,,0.00058
0.000453,,0.000387,,0.000577
0.000455,,0.000386,,0.000575
0.000454,,0.000385,,0.00058
0.000519,,0.000387,,0.000579
0.000464,,0.000385,,0.000582
0.000456,,0.000386,,0.00058
0.000454,,0.000386,,0.000581
0.000454,,0.000385,,0.000644
0.00052,,0.000385,,0.00058
0.000453,,0.000386,,0.000581
0.000453,,0.000385,,0.000578
0.000521,,0.000385,,0.000577
0.000458,,0.000384,,0.000582
0.000456,,0.000385,,0.000612
0.000458,,0.000385,,0.000617
